team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Rodez,2018-2019,France,Ligue 2,,2.0,0.0,,,1.6673960612691467,,0.0,
Rodez,2019-2020,France,Ligue 2,,20.0,18.0,9.0,16.0,17.993527508090615,8.6875,17.375,14.394822006472491
Rodez,2020-2021,France,Ligue 2,,24.0,20.0,15.0,28.0,17.954887218045112,14.080188679245284,18.77358490566038,20.94736842105263
Rodez,2021-2022,France,Ligue 2,,15.0,16.0,16.0,22.0,11.916488222698073,16.130434782608695,16.130434782608695,17.47751605995717
Rodez,2022-2023,France,Ligue 2,,18.0,27.0,20.0,17.0,13.573170731707316,18.230958230958233,24.611793611793615,12.81910569105691
Rodez,2023-2024,France,Ligue 2,,35.0,22.0,27.0,29.0,26.336633663366335,23.916083916083913,19.487179487179485,21.82178217821782
Rodez,2024-2025,France,Ligue 2,,28.0,26.0,28.0,28.0,18.585683297180044,26.121951219512194,24.25609756097561,18.585683297180044
Rodez,2025-2026,France,Ligue 2,,10.0,9.0,11.0,17.0,7.916666666666667,9.695876288659793,7.932989690721649,13.458333333333334
Roma,2017-2018,Italy,Serie A,,31.0,19.0,30.0,9.0,21.301989150090417,24.568965517241377,15.560344827586206,6.184448462929476
Roma,2018-2019,Italy,Serie A,,43.0,26.0,23.0,22.0,28.97163120567376,19.208791208791208,21.71428571428571,14.822695035460994
Roma,2019-2020,Italy,Serie A,,36.0,27.0,38.0,23.0,22.2,26.93486590038314,19.137931034482758,14.183333333333332
Roma,2020-2021,Italy,Serie A,,42.0,18.0,29.0,41.0,25.714285714285715,20.268817204301076,12.580645161290322,25.102040816326532
Roma,2021-2022,Italy,Serie A,,26.0,16.0,33.0,27.0,17.302977232924693,24.20849420849421,11.737451737451737,17.968476357267953
Roma,2022-2023,Italy,Serie A,,28.0,15.0,22.0,23.0,19.813780260707635,19.1304347826087,13.043478260869566,16.275605214152698
Roma,2023-2024,Italy,Serie A,,38.0,19.0,27.0,27.0,26.4954128440367,22.953020134228186,16.152125279642057,18.825688073394495
Roma,2024-2025,Italy,Serie A,,37.0,15.0,19.0,20.0,27.622789783889978,15.560344827586206,12.284482758620689,14.93123772102161
Roma,2025-2026,Italy,Serie A,,13.0,5.0,11.0,7.0,11.921397379912666,11.21359223300971,5.097087378640777,6.419213973799128
Rotherham,2018-2019,England,Championship,,32.0,38.0,20.0,45.0,21.129186602870814,17.331240188383045,32.92935635792779,29.71291866028708
Rotherham,2020-2021,England,Championship,,26.0,35.0,18.0,25.0,20.769898697539798,17.042881646655232,33.138936535162955,19.971056439942114
Rotherham,2021-2022,England,Championship,,1.0,1.0,,,0.7117572692793932,,0.9244663382594418,
Rotherham,2022-2023,England,Championship,,36.0,29.0,12.0,30.0,27.0124826629681,10.712871287128714,25.88943894389439,22.510402219140083
Rotherham,2023-2024,England,Championship,,24.0,28.0,13.0,61.0,16.19559902200489,10.83987915407855,23.347432024169184,41.163814180929094
Saint-Etienne,2017-2018,France,Ligue 1,,32.0,27.0,15.0,23.0,20.929432013769365,12.610619469026549,22.69911504424779,15.04302925989673
Saint-Etienne,2018-2019,France,Ligue 1,,34.0,14.0,25.0,27.0,23.112701252236135,23.002421307506054,12.881355932203391,18.354203935599283
Saint-Etienne,2019-2020,France,Ligue 1,,15.0,18.0,14.0,27.0,10.107913669064748,13.707317073170733,17.623693379790943,18.194244604316548
Saint-Etienne,2020-2021,France,Ligue 1,,20.0,29.0,22.0,25.0,14.312617702448211,16.138996138996138,21.274131274131275,17.890772128060263
Saint-Etienne,2021-2022,France,Ligue 1,,24.0,38.0,19.0,41.0,15.174708818635608,15.493562231759656,30.98712446351931,25.923460898502498
Saint-Etienne,2022-2023,France,Ligue 2,,34.0,27.0,28.0,28.0,25.63821138211382,25.523341523341525,24.611793611793615,21.11382113821138
Saint-Etienne,2023-2024,France,Ligue 2,,24.0,14.0,24.0,17.0,18.059405940594058,21.258741258741257,12.4009324009324,12.792079207920791
Saint-Etienne,2024-2025,France,Ligue 1,,24.0,33.0,15.0,44.0,14.926829268292682,10.954653937947494,24.100238663484486,27.365853658536583
Saint-Etienne,2025-2026,France,Ligue 2,,22.0,12.0,13.0,13.0,17.416666666666668,11.458762886597938,10.577319587628866,10.291666666666668
Salernitana,2017-2018,Italy,Serie B,,28.0,27.0,23.0,31.0,19.540785498489427,20.434615384615384,23.988461538461536,21.634441087613293
Salernitana,2018-2019,Italy,Serie B,,26.0,25.0,15.0,32.0,17.166023166023166,13.902439024390244,23.170731707317074,21.127413127413128
Salernitana,2019-2020,Italy,Serie B,,35.0,23.0,18.0,27.0,24.906367041198504,16.247030878859857,20.760095011876484,19.213483146067418
Salernitana,2020-2021,Italy,Serie B,,26.0,13.0,20.0,21.0,19.959595959595962,18.18181818181818,11.818181818181817,16.12121212121212
Salernitana,2021-2022,Italy,Serie A,,17.0,39.0,16.0,39.0,11.313485113835377,11.737451737451737,28.61003861003861,25.95446584938704
Salernitana,2022-2023,Italy,Serie A,,30.0,26.0,18.0,36.0,21.22905027932961,15.65217391304348,22.608695652173914,25.47486033519553
Salernitana,2023-2024,Italy,Serie A,,17.0,38.0,15.0,43.0,11.853211009174313,12.751677852348994,32.304250559284114,29.98165137614679
Salernitana,2024-2025,Italy,Serie B,,27.0,22.0,10.0,25.0,19.961089494163424,8.983451536643026,19.763593380614658,18.482490272373543
Sampdoria,2017-2018,Italy,Serie A,,36.0,20.0,20.0,40.0,24.737793851717903,16.379310344827587,16.379310344827587,27.48643761301989
Sampdoria,2018-2019,Italy,Serie A,,28.0,16.0,32.0,35.0,18.865248226950357,26.725274725274723,13.362637362637361,23.581560283687946
Sampdoria,2019-2020,Italy,Serie A,,25.0,30.0,22.0,34.0,15.416666666666666,15.593869731800766,21.264367816091955,20.966666666666665
Sampdoria,2020-2021,Italy,Serie A,,32.0,26.0,21.0,29.0,19.591836734693878,14.67741935483871,18.172043010752688,17.755102040816325
Sampdoria,2021-2022,Italy,Serie A,,29.0,32.0,17.0,31.0,19.29947460595447,12.471042471042471,23.474903474903474,20.63047285464098
Sampdoria,2022-2023,Italy,Serie A,,12.0,28.0,12.0,43.0,8.491620111731843,10.434782608695652,24.347826086956523,30.428305400372437
Sampdoria,2023-2024,Italy,Serie B,,25.0,25.0,28.0,25.0,18.664047151277014,23.697104677060132,21.15812917594655,18.664047151277014
Sampdoria,2024-2025,Italy,Serie B,,13.0,15.0,25.0,34.0,9.61089494163424,22.458628841607563,13.47517730496454,25.136186770428015
Sampdoria,2025-2026,Italy,Serie B,,10.0,9.0,7.0,17.0,7.751937984496124,7.407407407407407,9.523809523809524,13.178294573643411
Samsunspor,2023-2024,Turkey,Super Lig,,28.0,17.0,14.0,35.0,17.733333333333334,11.515151515151516,13.982683982683982,22.166666666666668
Samsunspor,2024-2025,Turkey,Super Lig,,32.0,21.0,23.0,20.0,19.279151943462896,18.113163972286376,16.53810623556582,12.04946996466431
Samsunspor,2025-2026,Turkey,Super Lig,,9.0,9.0,13.0,11.0,7.298507462686567,10.64824120603015,7.371859296482412,8.92039800995025
Santa Clara,2018-2019,Portugal,Primeira L,,24.0,26.0,19.0,19.0,15.793548387096775,16.15,22.099999999999998,12.503225806451614
Santa Clara,2019-2020,Portugal,Primeira L,,18.0,21.0,18.0,20.0,13.36893203883495,15.692307692307693,18.30769230769231,14.854368932038835
Santa Clara,2020-2021,Portugal,Primeira L,,26.0,16.0,18.0,20.0,20.50515463917526,15.692307692307693,13.948717948717949,15.77319587628866
Santa Clara,2021-2022,Portugal,Primeira L,,24.0,23.0,14.0,31.0,16.767123287671232,11.609756097560977,19.073170731707318,21.65753424657534
Santa Clara,2022-2023,Portugal,Primeira L,,18.0,29.0,8.0,29.0,12.72055427251732,7.418181818181819,26.89090909090909,20.49422632794457
Santa Clara,2024-2025,Portugal,Primeira L,,18.0,14.0,18.0,18.0,12.899297423887589,15.428571428571427,12.0,12.899297423887589
Santa Clara,2025-2026,Portugal,Primeira L,,7.0,7.0,4.0,9.0,5.349056603773585,3.4468085106382977,6.031914893617021,6.877358490566038
Sassuolo,2017-2018,Italy,Serie A,,11.0,22.0,18.0,37.0,7.558770343580471,14.741379310344827,18.017241379310345,25.4249547920434
Sassuolo,2018-2019,Italy,Serie A,,33.0,33.0,20.0,27.0,22.23404255319149,16.7032967032967,27.56043956043956,18.19148936170213
Sassuolo,2019-2020,Italy,Serie A,,44.0,32.0,25.0,30.0,27.133333333333333,17.720306513409962,22.68199233716475,18.5
Sassuolo,2020-2021,Italy,Serie A,,31.0,28.0,33.0,29.0,18.979591836734695,23.064516129032256,19.56989247311828,17.755102040816325
Sassuolo,2021-2022,Italy,Serie A,,27.0,30.0,37.0,36.0,17.968476357267953,27.142857142857142,22.00772200772201,23.95796847635727
Sassuolo,2022-2023,Italy,Serie A,,24.0,23.0,23.0,38.0,16.983240223463685,20.0,20.0,26.890130353817504
Sassuolo,2023-2024,Italy,Serie A,,23.0,34.0,20.0,41.0,16.036697247706424,17.002237136465325,28.90380313199105,28.587155963302756
Sassuolo,2024-2025,Italy,Serie B,,43.0,17.0,35.0,21.0,31.78988326848249,31.44208037825059,15.271867612293144,15.525291828793774
Sassuolo,2025-2026,Italy,Serie A,,11.0,14.0,12.0,13.0,10.087336244541486,12.233009708737864,14.271844660194175,11.921397379912666
Schalke 04,2017-2018,Germany,Bundesliga,,27.0,15.0,26.0,22.0,16.861224489795916,21.797260273972604,12.575342465753424,13.73877551020408
Schalke 04,2018-2019,Germany,Bundesliga,,16.0,28.0,21.0,27.0,8.934306569343065,15.120000000000001,20.16,15.076642335766422
Schalke 04,2019-2020,Germany,Bundesliga,,20.0,27.0,18.0,31.0,12.047244094488189,11.620253164556962,17.430379746835442,18.673228346456693
Schalke 04,2020-2021,Germany,Bundesliga,,14.0,34.0,11.0,52.0,8.350877192982455,8.110843373493976,25.069879518072288,31.017543859649123
Schalke 04,2022-2023,Germany,Bundesliga,,23.0,36.0,12.0,35.0,12.390845070422534,9.11166253101737,27.33498759305211,18.8556338028169
Sepsi,2016-2017,Romania,Liga 1,,2.0,1.0,1.0,6.0,1.6153846153846154,1.1666666666666667,1.1666666666666667,4.846153846153846
Sepsi,2017-2018,Romania,Liga 1,,8.0,19.0,5.0,19.0,6.451612903225807,4.533678756476684,17.2279792746114,15.32258064516129
Sepsi,2018-2019,Romania,Liga 1,,16.0,12.0,16.0,13.0,12.292682926829269,14.264150943396228,10.69811320754717,9.987804878048781
Sepsi,2019-2020,Romania,Liga 1,,17.0,10.0,12.0,15.0,11.17142857142857,10.915254237288137,9.096045197740112,9.857142857142856
Sepsi,2020-2021,Romania,Liga 1,,23.0,15.0,23.0,17.0,19.415584415584416,21.281138790035588,13.879003558718862,14.35064935064935
Sepsi,2021-2022,Romania,Liga 1,,21.0,14.0,16.0,17.0,16.84158415841584,16.47457627118644,14.415254237288135,13.633663366336634
Sepsi,2022-2023,Romania,Liga 1,,20.0,13.0,20.0,14.0,15.448717948717947,19.051383399209485,12.383399209486166,10.814102564102564
Sepsi,2023-2024,Romania,Liga 1,,27.0,16.0,16.0,20.0,18.94736842105263,14.545454545454545,14.545454545454545,14.035087719298245
Sepsi,2024-2025,Romania,Liga 1,,16.0,9.0,18.0,24.0,11.925465838509318,17.63265306122449,8.816326530612246,17.888198757763977
Setubal,2017-2018,Portugal,Primeira L,,20.0,20.0,19.0,42.0,12.75,16.803468208092486,17.6878612716763,26.775000000000002
Setubal,2018-2019,Portugal,Primeira L,,13.0,18.0,15.0,21.0,8.55483870967742,12.75,15.299999999999999,13.819354838709678
Setubal,2019-2020,Portugal,Primeira L,,15.0,20.0,12.0,23.0,11.140776699029125,10.461538461538462,17.435897435897438,17.082524271844658
Sheff Utd,2017-2018,England,Championship,,33.0,20.0,29.0,35.0,23.383825417201543,25.40952380952381,17.523809523809526,24.801026957637998
Sheff Utd,2018-2019,England,Championship,,42.0,17.0,36.0,24.0,27.732057416267942,31.196232339089484,14.73155416012559,15.84688995215311
Sheff Utd,2019-2020,England,Premier L,,24.0,15.0,15.0,24.0,15.833333333333332,12.445414847161572,12.445414847161572,15.833333333333332
Sheff Utd,2020-2021,England,Premier L,,12.0,27.0,8.0,36.0,8.8715953307393,5.96078431372549,20.11764705882353,26.6147859922179
Sheff Utd,2021-2022,England,Championship,,38.0,15.0,25.0,30.0,27.046776232616942,23.111658456486044,13.866995073891626,21.3527180783818
Sheff Utd,2022-2023,England,Championship,,47.0,19.0,26.0,20.0,35.26629680998613,23.21122112211221,16.962046204620464,15.006934812760056
Sheff Utd,2023-2024,England,Premier L,,19.0,57.0,16.0,47.0,10.555555555555555,10.818505338078293,38.54092526690392,26.11111111111111
Sheff Utd,2024-2025,England,Championship,,33.0,17.0,30.0,19.0,23.0,29.518716577540108,16.727272727272727,13.242424242424242
Sheff Utd,2025-2026,England,Championship,,18.0,13.0,15.0,20.0,13.934117647058823,14.1,12.22,15.48235294117647
Sheffield Wed,2017-2018,England,Championship,,37.0,31.0,22.0,29.0,26.218228498074456,19.276190476190475,27.16190476190476,20.54942233632863
Sheffield Wed,2018-2019,England,Championship,,34.0,27.0,26.0,35.0,22.449760765550238,22.53061224489796,23.397174254317115,23.11004784688995
Sheffield Wed,2019-2020,England,Championship,,19.0,30.0,39.0,36.0,13.463414634146343,31.752212389380535,24.424778761061948,25.509627727856227
Sheffield Wed,2020-2021,England,Championship,,22.0,17.0,18.0,44.0,17.57452966714906,17.042881646655232,16.09605488850772,35.14905933429812
Sheffield Wed,2023-2024,England,Championship,,27.0,27.0,17.0,41.0,18.2200488997555,14.175226586102719,22.513595166163142,27.667481662591687
Sheffield Wed,2024-2025,England,Championship,,30.0,32.0,30.0,37.0,20.90909090909091,29.518716577540108,31.486631016042782,25.78787878787879
Sheffield Wed,2025-2026,England,Championship,,5.0,27.0,11.0,22.0,3.8705882352941177,10.34,25.38,17.03058823529412
Sittard,2018-2019,Netherlands,Eredivisie,,30.0,26.0,20.0,54.0,14.95114006514658,13.691275167785236,17.798657718120808,26.912052117263844
Sittard,2019-2020,Netherlands,Eredivisie,,22.0,17.0,7.0,35.0,11.807339449541285,5.870967741935484,14.258064516129032,18.78440366972477
Sittard,2020-2021,Netherlands,Eredivisie,,27.0,33.0,23.0,25.0,16.79268292682927,16.443925233644862,23.593457943925234,15.548780487804878
Sittard,2021-2022,Netherlands,Eredivisie,,20.0,31.0,16.0,36.0,12.75,12.394936708860758,24.01518987341772,22.95
Sittard,2022-2023,Netherlands,Eredivisie,,21.0,28.0,18.0,34.0,12.147448015122873,13.566502463054187,21.10344827586207,19.667296786389414
Sittard,2023-2024,Netherlands,Eredivisie,,27.0,20.0,10.0,36.0,15.271719038817006,6.784922394678492,13.569844789356983,20.362292051756008
Sittard,2024-2025,Netherlands,Eredivisie,,17.0,24.0,20.0,30.0,10.023121387283236,15.493670886075948,18.59240506329114,17.6878612716763
Sittard,2025-2026,Netherlands,Eredivisie,,16.0,13.0,9.0,16.0,9.74910394265233,6.8,9.822222222222223,9.74910394265233
Sivasspor,2017-2018,Turkey,Super Lig,,26.0,20.0,19.0,33.0,15.418604651162791,14.907692307692308,15.692307692307693,19.569767441860463
Sivasspor,2018-2019,Turkey,Super Lig,,24.0,18.0,25.0,36.0,15.592356687898087,21.857142857142858,15.737142857142858,23.388535031847134
Sivasspor,2019-2020,Turkey,Super Lig,,27.0,12.0,28.0,26.0,16.75862068965517,22.429319371727747,9.612565445026178,16.137931034482758
Sivasspor,2020-2021,Turkey,Super Lig,,19.0,15.0,35.0,28.0,12.626582278481013,29.166666666666668,12.5,18.60759493670886
Sivasspor,2021-2022,Turkey,Super Lig,,28.0,21.0,24.0,29.0,17.557755775577558,19.783080260303684,17.310195227765725,18.184818481848183
Sivasspor,2022-2023,Turkey,Super Lig,,23.0,21.0,20.0,33.0,13.602611940298509,14.744186046511627,15.481395348837209,19.51679104477612
Sivasspor,2023-2024,Turkey,Super Lig,,24.0,20.0,23.0,34.0,15.2,18.917748917748916,16.450216450216452,21.53333333333333
Sivasspor,2024-2025,Turkey,Super Lig,,29.0,22.0,15.0,38.0,17.47173144876325,11.812933025404158,17.325635103926096,22.89399293286219
Sochaux,2016-2017,France,Ligue 2,,2.0,0.0,,,2.0,,0.0,
Sochaux,2017-2018,France,Ligue 2,,28.0,36.0,21.0,27.0,18.37651122625216,17.654867256637168,30.26548672566372,17.72020725388601
Sochaux,2018-2019,France,Ligue 2,,16.0,23.0,11.0,19.0,13.339168490153174,10.746153846153847,22.46923076923077,15.840262582056894
Sochaux,2019-2020,France,Ligue 2,,17.0,11.0,11.0,19.0,15.294498381877023,10.618055555555555,10.618055555555555,17.093851132686083
Sochaux,2020-2021,France,Ligue 2,,24.0,24.0,24.0,16.0,17.954887218045112,22.528301886792455,22.528301886792455,11.969924812030076
Sochaux,2021-2022,France,Ligue 2,,22.0,12.0,22.0,19.0,17.47751605995717,22.179347826086957,12.097826086956522,15.094218415417558
Sochaux,2022-2023,France,Ligue 2,,31.0,18.0,23.0,23.0,23.3760162601626,20.965601965601966,16.40786240786241,17.34349593495935
Southampton,2017-2018,England,Premier L,,20.0,26.0,17.0,30.0,13.058419243986254,14.81651376146789,22.660550458715598,19.58762886597938
Southampton,2018-2019,England,Premier L,,27.0,30.0,18.0,35.0,17.21476510067114,14.369747899159664,23.949579831932777,22.315436241610737
Southampton,2019-2020,England,Premier L,,21.0,35.0,30.0,25.0,13.854166666666666,24.890829694323145,29.03930131004367,16.493055555555554
Southampton,2020-2021,England,Premier L,,28.0,25.0,19.0,43.0,20.700389105058367,14.15686274509804,18.627450980392158,31.78988326848249
Southampton,2021-2022,England,Premier L,,23.0,24.0,20.0,43.0,15.200000000000001,15.32258064516129,18.387096774193548,28.417391304347827
Southampton,2022-2023,England,Premier L,,19.0,37.0,17.0,36.0,11.626409017713366,13.952483801295898,30.367170626349896,22.028985507246375
Southampton,2023-2024,England,Championship,,54.0,29.0,33.0,34.0,36.440097799511,27.516616314199396,24.181268882175228,22.943765281173594
Southampton,2024-2025,England,Premier L,,13.0,47.0,13.0,39.0,8.591304347826087,9.148148148148149,33.074074074074076,25.773913043478263
Southampton,2025-2026,England,Championship,,17.0,11.0,20.0,25.0,13.16,18.8,10.34,19.352941176470587
Spal,2017-2018,Italy,Serie A,,22.0,29.0,17.0,30.0,15.117540687160941,13.922413793103448,23.75,20.61482820976492
Spal,2018-2019,Italy,Serie A,,20.0,26.0,24.0,30.0,13.47517730496454,20.043956043956044,21.71428571428571,20.21276595744681
Spal,2019-2020,Italy,Serie A,,15.0,37.0,11.0,37.0,9.25,7.796934865900383,26.226053639846743,22.816666666666666
Spal,2020-2021,Italy,Serie B,,26.0,22.0,19.0,23.0,19.959595959595962,17.27272727272727,20.0,17.656565656565657
Spal,2021-2022,Italy,Serie B,,30.0,28.0,16.0,26.0,21.755725190839694,14.545454545454545,25.454545454545453,18.85496183206107
Spal,2022-2023,Italy,Serie B,,25.0,27.0,16.0,24.0,19.308943089430894,15.238095238095237,25.71428571428571,18.536585365853657
Sparta,2017-2018,Netherlands,Eredivisie,,21.0,36.0,13.0,39.0,12.193548387096774,9.187066974595842,25.44110854503464,22.64516129032258
Sparta,2019-2020,Netherlands,Eredivisie,,30.0,16.0,11.0,29.0,16.10091743119266,9.225806451612904,13.419354838709678,15.564220183486238
Sparta,2020-2021,Netherlands,Eredivisie,,30.0,27.0,19.0,21.0,18.65853658536585,13.58411214953271,19.30373831775701,13.060975609756097
Sparta,2021-2022,Netherlands,Eredivisie,,16.0,21.0,14.0,27.0,10.2,10.845569620253164,16.268354430379745,17.2125
Sparta,2022-2023,Netherlands,Eredivisie,,32.0,18.0,28.0,19.0,18.51039697542533,21.10344827586207,13.566502463054187,10.99054820415879
Sparta,2023-2024,Netherlands,Eredivisie,,25.0,25.0,26.0,23.0,14.140480591497228,17.64079822616408,16.96230598669623,13.009242144177449
Sparta,2024-2025,Netherlands,Eredivisie,,20.0,24.0,19.0,19.0,11.791907514450868,14.71898734177215,18.59240506329114,11.202312138728324
Sparta,2025-2026,Netherlands,Eredivisie,,9.0,18.0,9.0,13.0,5.483870967741936,6.8,13.6,7.921146953405018
Spezia,2017-2018,Italy,Serie B,,29.0,15.0,17.0,30.0,20.238670694864048,15.103846153846153,13.326923076923077,20.936555891238672
Spezia,2018-2019,Italy,Serie B,,31.0,18.0,22.0,28.0,20.46718146718147,20.390243902439025,16.682926829268293,18.486486486486488
Spezia,2019-2020,Italy,Serie B,,30.0,18.0,24.0,22.0,21.348314606741575,21.66270783847981,16.247030878859857,15.655430711610487
Spezia,2020-2021,Italy,Serie A,,28.0,33.0,24.0,39.0,17.142857142857142,16.774193548387096,23.064516129032256,23.877551020408163
Spezia,2021-2022,Italy,Serie A,,21.0,30.0,20.0,41.0,13.975481611208407,14.671814671814671,22.00772200772201,27.285464098073557
Spezia,2022-2023,Italy,Serie A,,18.0,30.0,13.0,32.0,12.737430167597765,11.304347826086957,26.086956521739133,22.64432029795158
Spezia,2023-2024,Italy,Serie B,,18.0,17.0,18.0,32.0,13.43811394891945,15.233853006681514,14.387527839643653,23.889980353634577
Spezia,2024-2025,Italy,Serie B,,36.0,17.0,23.0,16.0,26.6147859922179,20.66193853427896,15.271867612293144,11.828793774319067
Spezia,2025-2026,Italy,Serie B,,6.0,13.0,10.0,13.0,4.651162790697675,10.582010582010582,13.756613756613758,10.077519379844961
Sporting,2017-2018,Portugal,Primeira L,,32.0,4.0,31.0,20.0,20.4,27.416184971098268,3.5375722543352603,12.75
Sporting,2018-2019,Portugal,Primeira L,,38.0,13.0,34.0,20.0,25.006451612903227,28.9,11.049999999999999,13.161290322580646
Sporting,2019-2020,Portugal,Primeira L,,25.0,13.0,24.0,21.0,18.56796116504854,20.923076923076923,11.333333333333334,15.597087378640776
Sporting,2020-2021,Portugal,Primeira L,,34.0,10.0,31.0,10.0,26.814432989690722,27.02564102564103,8.717948717948719,7.88659793814433
Sporting,2021-2022,Portugal,Primeira L,,34.0,8.0,39.0,15.0,23.753424657534246,32.34146341463415,6.634146341463415,10.479452054794521
Sporting,2022-2023,Portugal,Primeira L,,42.0,12.0,29.0,20.0,29.681293302540414,26.89090909090909,11.127272727272727,14.133949191685911
Sporting,2023-2024,Portugal,Primeira L,,57.0,11.0,39.0,18.0,35.962886597938144,30.44387755102041,8.586734693877553,11.356701030927836
Sporting,2024-2025,Portugal,Primeira L,,40.0,13.0,48.0,14.0,28.66510538641686,41.14285714285714,11.142857142857142,10.032786885245903
Sporting,2025-2026,Portugal,Primeira L,,27.0,3.0,20.0,6.0,20.632075471698112,17.23404255319149,2.585106382978723,4.584905660377358
St. Pauli,2024-2025,Germany,Bundesliga,,10.0,19.0,18.0,22.0,6.132264529058117,11.97391304347826,12.63913043478261,13.490981963927856
St. Pauli,2025-2026,Germany,Bundesliga,,8.0,15.0,5.0,11.0,5.333333333333333,3.846153846153846,11.538461538461538,7.333333333333333
Stabia,2019-2020,Italy,Serie B,,30.0,29.0,17.0,34.0,21.348314606741575,15.344418052256533,26.175771971496438,24.194756554307116
